NAME,Revenue_2015 ,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020(To predict)
IEWN,,,,,"570,370",,,,2,
IXKG,"691,524","918,991","904,432","1,106,634","856,770",,,10,,
TMGB,"879,917","760,851","830,569","530,578","856,623",,,,12,
CBWW,,,"723,489","839,814",,,,13,,
GXGC,"135,590","165,402","433,570","360,220","855,858",,,,10,
XIDV,"125,276","258,197","397,202","414,151","853,609",,,7,,
AOLW,"76,927","205,039","586,208","836,678",,,,13,,
LPZT,,,"797,758",,,,,,10,
RLOE,,,"2,153,310","1,847,922","850,490",,213,265,342,
GHPA,"28,557","470,567","458,927","514,843","848,354",,,18,,
SIQD,,,"807,090",,,37,43,63,115,
CCFL,"1,655,000","1,250,000","1,576,000","1,207,000","713,000",,,4,,
CIBP,,"44,032","310,651","951,744","846,955",,,,14,
ZEIV,"116,764","170,427","295,616","421,849","846,668",,,7,,
LSUJ,"1,570,709","791,529","887,639","898,984","846,394",,,20,,
MPRG,,,"76,165","635,329","845,925",,,,14,
ELAO,"218,378","225,759","621,681","1,316,713","845,174",,,17,,
BEIN,,"135,792","366,150","620,903","845,155",,,16,,
TFRX,"117,224","297,105","502,566","830,453","844,992",,,5,,
BUYC,,"86,000","200,000","326,000","844,000",,,,3,
WVPB,"982,763","222,853","503,081","1,100,480","864,338",,32,32,34,
BJGW,"171,832","194,246","410,516","811,924","839,664",,,7,,
OMHJ,"865,691",,"560,230","589,268","838,488",,,,21,
QKNK,,,"556,865","688,207","837,456",,,11,,
TFPU,,"118,035","784,308",,,,,1,,
TWKO,"10,882","104,894","313,902","1,014,739","837,192",,,,12,
RBZK,"2,892,508","9,143,093","2,051,545","4,305,577","836,196",,56,54,39,
CJWU,,,"147,780","627,663","836,080",35,35,38,38,
EZQM,,"79,000","50,000","157,000","836,000",,,,12,
VMHD,"58,846","528,956","651,466","703,260","834,429",,,,9,
IMPD,"392,695","413,659","552,811","651,148","833,805",,,14,,
LWRV,,,"7,000","25,000","833,000",,,,16,
ALIE,"250,398","1,292,032","1,141,919","865,741","832,905",26,30,31,,
HHVR,"361,000","686,000","292,000","1,283,878","832,000",,,13,,
CGCR,"836,696","793,023","646,761","815,117",,,,13,,
LYDP,"101,020","216,490","437,376","417,832","828,237",,,15,,
EUWZ,,,"82,773","437,586","828,108",,,,8,
QJEK,,,"76,695","811,782",,,19,28,31,
TSXZ,"557,497","621,124","673,964","716,010","827,166",24,28,30,33,
NQFD,"1,884,331","1,813,269","1,569,484","909,265","826,638",,,,22,
JLKK,"5,557","17,087","8,615","810,481",,,12,16,73,
RHCB,"11,773",,"564,534","643,691","826,002",95,148,203,225,
WMJY,"160,074","584,352","1,115,316","1,222,543","825,513",,,7,,
TOBG,,,"368,499","809,910",,,,17,,
LYUH,"1,149,029","1,671,820","700,640","217,946","825,418",,35,36,33,
WLZL,"2,182,000","842,000","1,791,000","2,273,000","825,000",46,65,69,50,
LVXY,"56,000","267,000","744,000",,,,,9,,
QBLI,,"253,128","641,619","928,926","823,025",131,149,149,113,
DBLR,,"286,987","387,471","791,806","822,323",,,13,,
SUTA,"92,191","331,876","373,547","524,110","821,457",,24,28,33,
GZIX,"191,031","459,961","751,793","632,893","820,041",,,25,,
GYZP,,,"687,363","804,546",,,,4,,
QXKA,,"717,831","903,835",,"819,516",,,,7,
XEUJ,,,,"2,057,159","818,694",,,,6,
PYWF,"38,715","122,918","483,931","612,657","817,749",,,12,,
LOTE,,"101,665","381,351","1,010,360","816,581",,,5,,
UEUD,"1,071,767","888,043","1,600,695","1,018,347","816,515",,,,14,
WPAV,"223,818","644,398","1,490,546","1,523,096","830,392",,,,18,
TNWF,"542,809","636,450","656,755","690,039","805,055",,,,6,
UCDE,"54,410","36,744","146,995","307,562","813,835",,,6,23,
LOAI,"46,623","287,725","389,869","484,254","813,218",105,109,76,58,
UPXF,"377,000","449,000","409,000","492,000","813,000",,,,10,
NPHV,"521,529","484,406","428,012","526,847","811,938",33,45,46,,
SPIT,"461,253","481,682","707,285","653,448","810,532",27,29,32,,
PLDH,"295,462","1,976,231","663,945","1,057,508","810,432",,91,95,102,
AYIU,"228,021","378,000","551,000","1,243,000","808,000",,,22,,
LHLZ,"197,617","141,848","148,113","165,873","807,805",,,,7,
IVDF,"523,097","808,901","815,994","684,944","806,560",,,7,,
GFXG,,"228,737","324,568","383,038","806,465",,,16,,
LJBO,"795,852","1,738,554","2,082,250","1,071,940","806,207",,7,,,
NDUO,"1,966,749","2,437,828","1,719,425","1,713,605","805,260",,,,3,
QMST,,"172,516","507,051","570,054","803,031",,,26,,
RFBY,"225,349","547,706","454,871","498,964","802,326",,,19,,
HBHM,,"510,987","345,789","801,942",,,30,34,35,
VYJO,,,"835,664","786,785",,,,10,,
CPXD,"42,392","54,652","226,216","508,468","801,814",,,7,,
DTRX,"629,012",,"582,946","785,772",,,,15,,
CRIW,,,"92,517","688,734","799,686",,,24,,
XUVI,"387,693","391,108","538,495","667,610","799,565",,,2,,
TCUG,"60,816",,"187,777","418,409","818,993",,,7,,
YRFH,"60,816",,"187,777","418,409","818,993",,,7,,
LFWO,"253,000","306,061","683,411","781,667",,,,11,,
CSYH,"262,800","608,116","1,339,008","1,732,740","796,031",,,,24,
RUKW,,,"257,216","637,942","795,648",,65,70,81,
MULW,,,"94,031","481,956","794,016",,,9,,
QOUZ,,,"240,000","468,000","794,000",,,,4,
YELW,"395,079","492,935","629,750","764,041","792,544",,,14,,
LLWF,"244,871","233,350","125,266","261,100","792,249",,,11,,
ORSQ,"158,479","71,354","97,599","396,149","790,100",,,,19,
CZJA,"558,790","663,389","874,658","637,357","787,511",,,,9,
NULV,"295,337","570,010","629,530","585,284","787,416",,,10,,
GUHS,"353,991","481,865","594,584","605,859","787,320",,,9,,
XISA,,,"736,266",,,,,1,,
XDHY,,,"337,185","530,564","785,670",,,15,,
JEKV,,,"374,525","501,999","784,519",,,9,,
NVQW,"20,206","260,746","597,024","665,540","783,370",,,15,,
HZUD,,"103,848","75,783","633,554","783,300",21,31,41,,
VOXL,"1,685,176","706,876","631,420","897,359","783,244",,,,5,
NLZG,"742,682","738,859","708,654","843,932","781,950",,,,3,
VHQV,,,"118,559","160,284","781,936",,,19,,
MNSV,471,"38,589","50,298","236,709","781,936",,,,27,
NDEV,"313,681","563,569","804,568","648,412","781,548",,,8,,
TZEV,"289,247","454,153","581,881","702,982","780,396",,,,5,
XSOM,"1,584,953","550,697","708,528","1,127,922","779,823",,,15,,
YINC,"18,769",,"730,074",,,,,,18,
TVEG,"2,829","72,756","118,145","463,293","778,418",,,24,,
HZFI,,,"471,502","762,185",,,,11,,
QEUY,"61,000","157,000","165,000","466,000","776,000",,,26,,
KQCR,"12,000","74,000","321,000","397,000","776,000",,,,18,
BEFZ,"80,996",,"221,550","480,620","775,138",,,11,13,
ZZPJ,"451,000","598,000","801,000","746,000","775,000",,,7,,
UCFI,"2,393,275","2,543,114","1,996,475","1,403,238","774,589",,,,17,
TPFM,"584,689","1,042,244","741,580","430,138","774,493",,,,22,
XJWX,"112,302","304,215","468,719","651,301","771,717",,,10,,
FBSL,"63,116","143,733","243,096","597,083","767,410",,,19,,
YLXF,"661,748","929,816","1,047,626","694,524","766,804",,,22,,
NZGB,"476,793",,"882,370","826,043","765,762",,,,20,
UGSK,"218,339","177,416","641,194","736,533",,,,5,,
CIWI,"13,000","135,000","261,000","633,000","764,000",,,,16,
EVGJ,"1,072,000","1,103,000","591,000","702,000","763,000",,,17,,
FKNV,"3,848","633,175","1,311,353","711,639","762,973",,,,16,
ELJX,"384,729","703,271","713,798",,,,,15,,
BGHS,,,"277,633","225,984","760,799",,,13,,
IALT,"387,792","15,890","47,663","40,884","760,371",,,,16,
FTUO,"153,870","32,190","448,669","1,192,038","759,819",,,,2,
LMNF,,"467,378","798,112","744,912",,,,4,,
SNPU,"887,479",,"710,901",,,,,,6,
GCZF,"287,149","286,229","443,207","743,867",,,54,60,59,
FFQL,"23,560","90,000","174,000","310,000","757,000",,,14,,
ELLS,"118,832","113,348","572,466","817,725","755,575",,,4,,
UKBU,,"7,537","1,051,113","737,699",,,,,19,
PYZI,,"7,537","1,051,113","737,699",,,,,19,
QZBU,,"528,427","265,048","775,898","750,222",,,25,,
UNDQ,"367,778",,"394,240","512,212","749,824",,,1,,
JRVX,"69,794","254,473","440,762","639,457","749,783",,,21,,
SJKX,,,"192,618","528,488","748,990",,,19,,
AHUB,"32,035","136,244","373,451","641,854","748,776",,,23,,
JZAK,"469,750","670,599","520,894","734,049",,62,59,51,46,
WXVG,"564,395","709,889","647,672","733,109",,,,13,,
LSTA,,"425,545","413,964","428,187","746,255",,,,12,
NAHT,"280,538","556,925","606,673","694,403","746,159",,,,11,
FWHT,,"132,000","25,000","428,000","746,000",,,,15,
GDVO,"141,743","222,000","696,507",,,,,5,,
VAVY,"1,005,394","938,767","522,624","525,679","741,988",,,25,,
OKMF,,,"163,548","704,270","741,676",,,,7,
AVBZ,"831,000","580,000","313,000","726,000",,,,1,,
WAAW,"540,601","656,921","787,762","723,136","739,276",,,,15,
SYJA,"25,000",,"83,000","101,000","739,000",,,6,,
JCLQ,,,"199,276","470,631","738,573",,27,31,35,
WKRU,"770,000","880,000","555,000","604,000","736,000",,,,13,
IMTJ,"356,167","361,582","667,828","510,490","733,907",,,,14,
KYBM,"186,503","445,841","208,842","571,298","732,850",,23,26,36,
OGHG,"655,737","717,756","1,049,550","1,049,279","731,307",,,,18,
FLLR,"655,737","717,756","1,049,550","1,049,279","731,307",,,,6,
MGOM,"303,973","299,067","404,031","680,370","729,929",,,9,,
AJUF,"91,690","81,777","160,968","152,910","728,658",,,,16,
LQCA,,"68,313","215,724","439,974","728,485",,,12,,
FTQQ,"117,491",,"509,446","1,313,632","725,212",,59,72,95,
POUX,,,"206,155","494,159","725,047",,,11,,
UMJA,,,"1,161,565","728,324","724,360",,52,54,55,
NSEU,"212,998","353,559","758,212","709,394",,,,,22,
YJRJ,"12,514","222,770","348,441","565,001","721,271",,,,21,
KFBR,"89,512","444,384","263,079","705,791",,,,24,,
WEUO,,,"13,868","341,453","709,504",,,12,,
DXGY,,,"62,615","290,775","718,086",,,,26,
ODAX,,,"174,562","615,695","717,600",,,15,,
XVWA,"132,578","216,534","302,650","671,238","717,284",,,10,,
MZRN,"333,968","452,868","496,757","670,024","717,251",,,,17,
MUFN,"166,000","234,000","735,000","682,000","717,000",,,,14,
YJHD,"253,955","363,844","545,883","739,409","716,469",42,43,44,50,
JDGT,"1,399,722","741,057","1,397,840","884,926","715,193",,,7,,
IOCV,"169,503","180,351","668,726",,,,,7,,
KFBQ,,,"413,569","698,075",,,,4,,
DISL,,,"862,011","636,026","711,149",,,14,,
PSBA,,"33,918","137,446","885,922","710,359",,,,17,
CRFD,"149,000","207,000","302,000","636,000","710,000",,,15,,
NLKJ,"155,749","478,000","1,299,718","1,121,000","710,000",,,3,,
OAXF,"46,000","92,000","192,000","248,000","708,000",,,,18,
LECN,,"16,645","386,840","366,948","707,966",,,,23,
TMTX,,"195,552","446,573","969,297","707,966",,,10,,
PFPJ,,,"1,179,127","890,854","707,633",40,37,38,,
UJCO,,,"349,761","96,247","706,817",,,,14,
UWXQ,"53,919","232,442","565,493","763,091","706,227",68,70,54,,
HAVB,,"52,343","311,159","30,620","705,668",,33,44,54,
PNVU,"369,426","539,792","532,679","1,143,824","702,242",,,29,,
LPHN,"273,606",,"594,285","760,377","702,239",,,10,,
DXZT,"159,000","217,000","553,000","678,000","702,000",,,,26,
YLFK,,,"138,000","578,000","702,000",,,,15,
LMQO,,,"317,000","604,000","702,000",,,10,,
HGJX,"14,000","262,000","28,000","722,000","702,000",1074,1081,634,716,
IZQF,"655,909","619,183","574,096","700,313","700,788",,,11,11,
LCKR,,,"351,382","1,207,012","700,161",,,,5,
OPCG,"91,481","374,569","329,985","325,073","690,318",,,,15,
ABSS,"368,363","711,409","614,027","698,850",,,,11,,
CZSR,"1,554,227","1,877,469","2,591,302","1,530,828","698,257",,,17,,
AFVZ,"695,250","1,015,864","875,978","706,202","696,575",,37,42,46,
WTBQ,"73,562","176,080","45,307","349,688","695,618",,,,18,
YJDT,"406,116","639,416","543,690","551,349","693,990",,,24,,
DUTW,"435,000","305,000","457,000","552,000","693,000",,,11,,
HVQR,,"35,645","245,135","425,602","691,627",,30,42,44,
QLCF,,,"76,421","250,737","690,226",,,,24,
IXWQ,,,"194,117","360,341","711,537",,,,25,
MAJE,"274,102","387,000","739,000","1,050,000","689,000",,,,11,
OCDV,,,"644,009",,,,,,9,
EZLJ,"35,857","141,861","341,721","462,936","686,757",,,20,,
JJPR,"113,064","171,684","318,575","407,124","684,992",,,7,,
QZDF,"37,673","68,098","297,716","784,230","682,787",,,,8,
CJIC,"327,874","453,182","578,127","665,636","682,695",,,6,,
TKYB,,,"171,681","612,783","682,599",154,161,191,201,
FJBV,,,"334,989","425,629","682,118",,,5,,
PKUG,,"284,152","241,061","669,114",,,,15,,
RODW,"61,374","71,081","299,679","542,085","681,546",,,12,,
GCRP,"896,676","825,023","907,267","677,728","681,068",,,,6,
CBAL,"367,317","229,078","647,855",,,,,2,,
JPCY,"400,943","477,036","699,633","700,965","679,208",,,8,,
QHLU,"24,958","97,154","208,377","353,322","677,396",,,,25,
KTDT,,,"222,035","659,866","676,503",,,22,,
VUGD,,,"85,314","322,826","676,298",,,6,10,
NAKA,"530,000","956,000","578,000","1,107,000","676,000",,,6,,
QBRS,"798,394","759,562","684,395","663,187",,49,51,55,54,
BZUG,"321,000","1,214,000","582,000","1,787,000","675,000",,,40,34,
ZTNX,"707,067","624,669","661,718","684,971","673,859",,,21,,
KNTN,"5,886",,"223,467","467,379","673,646",,53,64,60,
VBDY,,,"274,962","396,296","673,412",,,,22,
BFOY,"217,263","567,657","1,182,530","733,014","673,278",,29,31,36,
AVAE,"142,010","97,462","585,864","599,911","673,123",,,,11,
AKHX,"130,470","291,516","521,453","660,156",,,,12,,
DPAD,"219,568","393,604","708,136","430,512","672,535",,,,8,
YRTP,,, -   ,"200,501","671,773",,23,36,41,
QYHO,"486,053","808,064","653,200","731,751","671,304",,,3,,
MIFU,"909,299","876,633","933,578","621,072","671,208",,,5,,
XTVY,,,"628,516",,,,,24,,
NOZI,"128,407","626,645","673,822","717,611","670,634",,,,4,
OKWR,"70,861","220,692","425,286","582,243","670,009",,,13,,
NGHP,,,"62,293","638,989","668,763",,,,3,
JAXW,"285,652","652,816","626,178",,,,,4,,
LNXT,"7,088","137,794","172,641","388,520","668,234",,,,10,
PSKP,"90,824","99,235","178,771","667,416","665,922",,,,23,
TAEM,"569,800","458,497","621,076",,,,,5,,
PRST,"270,826","562,728","891,674","883,010","662,160",,,,12,
WHOI,"292,161","454,195","449,442","554,327","660,999",,,11,,
TZBP,,,"388,530","147,652","660,986",,,,22,
LFDX,"61,305","169,647","443,910","648,061",,,,26,,
KZKS,"366,000","642,000","404,000","542,000","660,000",,,4,,
BWJO,,,"1,047,474","894,252","651,020",,,11,,
UZFV,"590,000","702,000","161,000","122,000","659,000",,,24,21,
VCUB,"221,000","356,000","677,000","590,000","658,000",,,,19,
GYNB,"351,061","409,167","469,745","565,415","657,682",,,16,,
HIUA,"221,530","270,479","327,248","565,466","732,487",,,,9,
AQIW,,"11,849","345,671","398,246","655,869",,,2,,
HOGR,"1,180,587","888,666","887,822","585,797","654,035",64,66,62,,
JTPC,,,"67,656","687,284","652,351",,,,21,
OQYH,"462,376","761,374","366,625","638,332",,,,,24,
YVGZ,"750,098",,"763,634","701,515","648,805",,49,56,62,
CBXY,"229,283","54,436","381,456","640,477","647,660",,,,23,
XZDX,"148,213","145,617","183,566","635,016",,,,9,,
WNHA,"404,592","640,987","773,542","663,296","646,129",,,,7,
NXTQ,"23,501","157,641","340,158","642,130","645,329",34,40,42,34,
OJTF,"196,420","310,391","468,109","390,157","644,502",,,,6,
GOGB,"222,428","283,382","573,556","774,072","644,214",,,4,,
WKMM,,,"353,114","490,207","642,396",,,,6,
IIWY,"387,782","564,894","422,593","564,129","641,317",,,9,,
STNY,"492,000","793,000","214,000","759,000","639,000",48,59,65,63,
QIWO,"402,876",,"562,691","624,805",,,,13,,
NYXQ,"1,292,400","269,606","222,271","623,315",,,,6,,
CWZT,"163,640",,"804,527","620,694",,,55,75,85,
UEMV,"69,000","187,000","205,000","506,000","631,000",,,,13,
HCPQ,,"319,911","1,039,536","416,155","629,415",,,,23,
PMOO,"76,838",,"240,000","359,000","628,000",,,,7,
VQML,"585,777","576,082","430,726","526,872","626,889",,,,23,
NRCL,"13,602","251,663","276,823","306,879","626,601",,,9,,
LZEA,"74,542","117,771","183,668","244,372","626,601",,,,12,
MGUN,"356,978","426,201","459,849","580,696","624,039",,,3,,
TNJW,"101,516","252,515","383,024","612,220",,,125,104,118,
BINP,"376,309","585,313","598,866","611,919",,,,9,,
MUBY,"38,196","79,875","268,391","400,688","622,964",,,9,,
IKZG,,,"336,038","352,160","622,548",,,,15,
IHRH,"1,104,231","993,305","530,897","538,099","621,484",,37,37,37,
AJFW,"156,000","493,000","813,000","703,000","621,000",,,5,,
IWHZ,"233,560","582,531","801,051","715,910","620,564",35,36,35,35,
NECV,"363,000","430,000","506,000","589,000","620,000",,,,13,
BLYZ,"35,377","262,623","289,943","597,147",,,,36,36,
FOYE,"228,867","435,018","477,036","452,477","618,790",,,5,,
IJLN,"8,755","472,064","748,892","968,868","617,554",35,38,42,50,
ZUUI,,,"406,713","489,023","617,297",,26,31,32,
CLIQ,,"3,350","55,771","159,242","616,455",,,,16,
GENQ,"500,809","33,595","321,667","345,191","615,985",,32,59,81,
YFBX,"687,053","792,437","625,850","567,498","615,516",,,28,,
LARQ,"67,420","177,259","737,847","603,198",,,,,20,
CAJQ,,,"76,135","602,448",,,,,10,
LZQZ,"69,126","305,184","289,917","321,210","611,854",,,5,5,
TIKO,"171,175","261,724","429,688","396,064","611,766",38,35,34,,
JYEB,,,"109,243","278,767","611,305",,,10,16,
DBQY,,,"132,757","352,485","610,170",,,5,,
CYPM,"18,000","373,150","455,000","1,081,000","610,000",,,,5,
GYQX,"376,590","864,712","737,406","600,000",,,1503,1580,1580,
TWSZ,"570,000","846,000","574,000","597,000",,,,7,,
NSGN,,"9,532","30,167","8,163","607,896",,21,28,36,
SAYE,"187,397","400,711","310,292","596,296",,,,,20,
BXWU,,,"568,527",,,,,4,,
POLY,,"304,625","591,317","594,863",,,,,4,
NWLW,"49,942","59,548","283,031","206,746","605,887",,,16,,
TDLG,"1,104,098","1,200,230","712,477","571,353","604,739",,,5,,
GDRY,"126,365","245,934","309,050","332,326","602,345",,,,14,
ZQAB,"527,692","801,657","489,488","805,485","600,804",,,2,,
PYLQ,,"261,016","181,401","588,695",,,,,9,
UANH,"96,045","56,992","57,636","169,922","599,653",,,,13,
KOGK,"184,000","265,000","370,053","525,000","599,000",,,,14,
ISMT,"250,043",,"560,654",,,,,,28,
XZRD,,,"560,624",,,,,,21,
GEWZ,"43,528","221,304","155,833","420,874","597,885",,,,12,
NYNO,"965,341","638,998","641,517","692,843","596,353",,,16,,
TOKJ,"1,038,686","361,163","807,306","762,761","596,162",,,13,12,
WSKC,"317,613","447,707","497,497","564,817","594,545",,,2,,
NNSH,"415,176","624,481","555,073",,,,20,29,35,
LYAH,"465,902","569,752","407,850","672,415","592,357",,,5,,
SWRD,"48,969","64,800","45,917","229,842","591,375",,,55,81,
QLOM,,,"234,963","296,642","589,264",,,10,,
XRAS,,,"2,701,559",,"602,260",,,,11,
DTPX,"768,986","2,408,136","378,770","575,764",,,,4,,
XHCR,"1,826,989","1,849,000","1,920,000","991,000","585,000",,,,24,
ODDC,,105,"392,225","573,289",,,,4,,
MHZQ,,"11,866","84,428","341,381","584,149",,,15,,
GCAV,,,"286,938","186,766","584,108",,,12,,
NNOP,"520,064","806,539","747,999","586,540","583,439",,,10,,
AWXS,,"1,818,597","1,262,357","632,232","583,371",,,,2,
GNQW,,,"543,660",,,,,7,,
XOCT,"156,060","214,577","271,438","385,833","579,949",,,14,,
DGHG,"187,000","392,000","566,000","610,000","579,000",,,,7,
DTOU,"105,279","258,214","379,620","485,884","578,994",,,12,,
AOSE,,,"243,623","212,686","578,053",,,18,,
MJFB,"452,380","509,685","540,738",,,,,3,,
XTCI,"156,701","141,848","272,759","362,462","576,443",,,17,,
FNEI,"129,496","28,893","100,672","241,057","575,964",,,,14,
RRJH,"525,906","387,753","355,999","574,976",,,,,4,
HSEV,"155,000","368,000","417,000","574,000","575,000",,,,7,
WWVB,,"740,000","1,063,000","1,409,000","575,000",,,,18,
MEPF,,,"133,127","553,379","574,001",,,10,,
NMOV,"338,468","501,165","543,426","414,670","573,604",82,89,99,111,
IUUV,"130,450","206,149","477,894","507,136","572,853",,,16,,
BJTO,,,"274,177","562,036",,,,6,,
LDDQ,"269,523","328,315","423,156","561,122",,,,12,,
XQGG,"36,672","14,006","95,288","120,723","570,891",,,,21,
WMEN,"94,681","1,091","20,142","10,953","570,412",,,,7,
FNUD,"440,285","534,313","571,321",,"562,989",,,,11,
YVGM,"60,000","198,000","308,000","320,000","570,181",,,,8,
TKHF,"212,608","380,310","394,945","401,982","569,454",,,11,,
UNJH,"1,947,330","4,033,163","1,535,321","936,751","569,138",,,14,,
CGEQ,"256,293","271,770","300,790","406,052","569,012",,,9,,
HCOA,"237,699","636,758","577,214","558,002",,,,5,,
KTBD,,,"312,566","557,742",,,,24,,
VMKF,"29,381","65,952","889,794","557,005",,,,,5,
WYYC,,,"451,963","521,968","567,700",34,31,34,,
SLVS,,,"7,997","153,253","567,595",,42,56,59,
GLJC,"472,262","410,973","622,335","323,653","567,590",,,4,,
JSWN,,,"37,518","276,590","567,452",,,4,,
IIBH,,"145,221","293,420","465,024","567,128",,,5,,
QWFY,,"263,911","329,851","511,075","566,392",,,,18,
XMGK,,"172,535","348,659","422,679","566,314",,,12,,
WWXO,"216,225","228,109","363,069","2,738,411","565,339",,,4,,
HREY,"565,537","1,187,861","266,359","408,782","564,860",,,16,,
SNTF,"9,685","52,133","4,165","99,368","563,424",,39,43,46,
LJAC,"41,168","122,734","269,877","560,781","563,261",35,40,47,53,
BUGB,,,"176,825","463,303","562,305",,,,7,
TGTT,"513,935","526,476","526,218",,,,45,48,56,
AIPF,"37,498","145,941","275,152","549,466",,,,7,,
SRCB,,,"1,014,581","955,432","559,965",,,,15,
MBOE,"301,782","216,562","295,505","524,065","558,155",,,,7,
ZQOZ,"145,746","462,387","710,638","839,284","557,153",,,1,,
TMZY,"550,000","671,000","1,065,000","676,000","557,000",,,,13,
SPGB,,"51,000","67,000","304,000","557,000",,,10,,
XNVR,"249,388","347,946","265,984","419,021","556,820",,,,12,
SMPM,"864,900","850,043","1,523,286","864,956","556,245",,,8,,
BAZZ,"134,069","305,201","310,449","545,667",,,,1,,
MUJA,"1,076,257","668,725","520,703",,,,,5,,
OMST,"500,080","1,626,619","349,437","1,940,384","555,649",,,27,,
GQWZ,"220,029","202,859","216,885","182,633","554,809",,,,7,
FEHV,,,"484,537","613,028","553,168",,,12,,
ADZK,,,"186,821","387,237","552,465",,,,11,
BXQP,"47,181","121,320","223,500","363,315","552,425",,,8,,
DSDA,"142,000","224,000","441,000","583,000","552,000",,,,17,
FOCK,,,"169,249","534,918",,,,5,,
WZXS,"573,000","486,000","308,000","416,000","551,000",,,,9,
CAJE,,,"85,073","616,156","550,991",27,28,36,52,
DFFN,"636,000","680,000","731,000","711,000","549,000",,,,7,
DDBC,,60,"35,806","250,019","548,627",,,8,7,
KOYF,,,"1,229,295","601,764","547,247",,23,35,44,
AAWB,,"119,040","342,320","355,917","545,464",,232,238,213,
QESF,,"154,000","255,000","454,000","537,000",,,,6,
RUPO,"608,391","318,478","639,318","505,663","543,546",,,,25,
QXLF,"11,000","286,000","198,000","423,000","542,000",,,,14,
RWMW,"178,573","283,278","371,704","389,182","541,982",,,,15,
YFRK,,,"556,151","1,339,417","541,214",,,25,,
YHBQ,"652,157","5,821,850","4,869,842","4,855,067","540,738",,47,49,32,
KCLP,"1,008,000","1,008,000","684,635","607,000","540,501",,,,7,
CBZL,"457,957","233,123","332,924","495,487","540,276",,34,39,55,
YBGQ,"162,445","235,640","269,265","516,690","540,043",,,,5,
KATF,"1,050,000","797,000","652,000","722,000","540,000",,,,9,
QSMV,"596,841","496,748","555,146","640,346","539,888",,151,145,61,
IUNE,,,"306,338","380,965","538,401",39,43,53,48,
YFCV,"304,152","445,330","424,224","192,007","537,771",,,,20,
VOSM,,"26,785","132,898","587,031","537,596",,,,24,
EXSL,"105,806","219,147","271,347","514,666","537,560",,,6,,
FZBE,"507,645","335,306","289,318","397,665","537,388",,,,27,
GCXQ,"103,976","194,835","310,091","427,858","537,000",,,,17,
QWKO,"145,000","175,000","269,932","344,000","533,788",,,,5,
ERTI,"244,736","294,688","351,082","630,043","533,655",,,,4,
KKAX,"406,027","509,961","458,767","523,436",,,,13,,
EFBH,,"187,000","1,134,000","266,000","533,000",,,,25,
TWOA,,,,"50,287","541,593",,,,22,
VGKY,,,"97,086","229,196","531,179",,,10,,
RHTZ,,"161,684","7,551","85,130","534,469",,,,12,
OZBW,"817,342","1,022,760","788,555","520,275",,,,10,,
ESEQ,"3,227,421","4,607,258","6,281,180","1,679,692","529,156",,47,50,46,
TIGS,"27,640","3,141","51,199","159,827","529,060",,,,26,
RPSH,"680,000","491,000","785,000","488,000","528,000",,,,15,
LVOD,,"173,424","317,117",,"527,385",,,,12,
IQRZ,"300,000","620,000","486,000","553,000","527,000",,,,7,
TUXX,,,"184,000","246,000","527,000",,,,16,
LVNW,,,"85,986","457,855","525,978",,,,6,
SWUQ,,,"85,986","457,855","525,978",,,,6,
VNVN,"896,795","533,841","617,231","514,301","519,158",,,8,,
UBIU,"393,985","479,757","464,082","417,793","524,090",32,34,34,31,
FDKP,"64,000","178,000","354,000","459,000","524,000",,,,16,
YCFU,"791,922","364,749","867,054","513,724",,,,15,,
VNML,,,,"206,621","523,453",,,10,,
RIZE,,"42,427","244,585","513,419",,,,22,,
TQUS,"1,294,522","1,319,971","1,239,724","821,165","521,056",,,1,,
EEPG,"61,106","202,135","361,024","365,274","521,052",,,15,,
NMEU,"674,651","396,580","494,359","510,611",,,,6,,
HGJA,"3,148,000","1,768,000","1,685,000","1,556,000","520,000",,,,13,
YPGU,"52,000","272,757","207,065","392,890","519,677",,,,6,
EUCM,"345,927","577,236","597,208","576,806","518,400",,,18,,
QMJK,"217,749","278,567","314,206","419,314","516,903",34,33,32,36,
IOMB,,,"41,436","269,695","516,368",,,11,,
KGAS,"734,241","673,997","551,919","506,566",,,,,5,
MDLC,,"97,000","99,000","130,000","513,493",,,,10,
MSIG,"380,610","416,733","469,124","450,196","512,211",,,8,,
TKHZ,"745,000","446,000","463,000","502,000",,,,3,,
RKIM,,"41,929","242,522","511,480",,,40,45,49,
ZCKY,200,"9,141","41,254","168,578","509,723",,,18,,
JCHB,"206,963","303,718","172,211","330,324","506,758",,,22,,
JSOH,,"455,022","515,380","496,004",,,,2,,
IHAC,"391,000","574,000","554,000","564,000","505,000",,36,40,38,
KZSR,"821,916","390,161","1,288,926","849,256","503,598",,,13,,
RQHT,,"29,310","84,149","262,129","503,435",,,8,,
ABMV,"196,403","157,174","316,039","515,568","503,233",,,22,,
RKBM,,"50,000","78,000","206,000","503,000",,,,19,
WZAU,,"1,245,809","1,064,682","8,535,426","501,559",,,,15,
EBMO,,,"171,971","89,434","501,367",,,,7,
NZIC,"415,000","408,000","423,000","454,000","500,000",,,3,,
JXLB,"203,820","253,443","342,041","520,729","499,577",,,7,,
ZCFB,"245,345",,"467,742",,,,,9,,
