id,name,tagline,industry,industry_2,type,address,street,street_number,zip,country,city,sectors
171913,Clover Health,Clover Health is a health technology company and Medicare Advantage insurer with a mission to improve every life,Health,Fintech,4,"725 Cool Springs Blvd, Franklin, TN 37067, USA",Cool Springs Boulevard,725,37067,United States,Franklin,"tech for patients,digital health and medical technologies,verified Unicorns and $1B exits,health insurance,sustainable development goals,challenger insurance"
1294820,Medical Staffing Options,Nurse travel staffing,Health,,2,"United States, Westerville",,,,United States,Westerville,
1271777,Fujirebio Diagnostics,"World leader in the production of in vitro diagnostics, and biomarkers",Health,,4,"United States, Malvern",,,19355,United States,Malvern,Testing
1682078,Hedia Ivs,"Diabetes App is a personal diabetes assistant, making the daily hurdles of diabetes easier",Health,,2,"Fruebjergvej, 2100 Copenhagen, Denmark",Fruebjergvej,"",2100,Denmark,Copenhagen,
140657,FertilityAuthority,Your most trusted source for everything fertility. Looking to schedule a fertility consult?  Call us at 888-203-5773 or info@fertilityauthority.com.,Health,,2,"United States, New York",,,,United States,New York,"Fertility,Health"
146525,Precision Biopsy,Develop and commercialize novel technology for the accurate diagnosis of prostate cancer,Health,,2,"United States, San Jose",,,,United States,San Jose,"healthcare,administration,biopsy,medical device,cancer,imaging technology,presentation,oncology,Biotechnology,Risk Management,regtech compliance,compliance,investing"
1340816,Turner Imaging Systems,"Turner Imaging Systems, developer of the Smart-C battery-powered mini C-arm",Health,Energy,2,"United States, Orem",,,,United States,Orem,"battery,imaging technology"
114074,Arthrocare,Surgical Devices and Advanced Wound Care products,Health,,4,"United States, Austin",,,,United States,Austin,"surgery,Care,medical / healthcare,product,Biotechnology,compliance"
1445764,THINK Surgical,"THINK Surgical develops, manufactures and markets the only active robotic surgical systems for orthopaedic surgery",Health,,2,"United States, Fremont",,,,United States,Fremont,"Medical,surgery,orthopedic,medical device"
1504419,Alina Homecare,"Alina Homecare passionately believes in top-quality, reassuring homecare",Health,,4,"First Floor, 20-22 Richfield Ave, Reading RG1 8EQ, Verenigd Koninkrijk",Richfield Avenue,"","",United Kingdom,Reading,
1353789,Salusive Health,Helps physicians overcome the gaps of care between visits to improve patient outcomes and provide a new passive revenue stream,Health,,2,"United States, Emeryville",,,,United States,Emeryville,"platform,monitoring,SaaS"
915473,Gild,"Gild uses data science, consumer-friendly technologies, and predictive analytics to bring intelligence to all stages of the hiring process",Health,,4,"United States, San Francisco",,,,United States,San Francisco,"Predictive Analytics,Biotechnology,platform,Health"
2688,MyHeritage,"MyHeritage is the leading global discovery platform for exploring family history, uncovering ethnic origins, finding new relatives, and gaining health insights",Health,Media,4,"Ariel Sharon Blvd 3, Or Yehuda, Israel",Ariel Sharon Boulevard,3,,Israel,Or Yehuda,"social network,Freemium,creating,DNA,Matchmaking,Content Management,tech for patients,web platform,photo,genetics,family,Lifestyle,genome engineering,Content,Biotechnology,platform,Search Engine,community,Testing,SaaS,Social,Social Media"
1301094,Care Unlimited,Care Unlimited is one of the largest independent providers of pediatric home care services,Health,,4,"United States, Pittsburgh",,,,United States,Pittsburgh,
207025,Ultralife,"Ultralife develops, installs, and maintains power and communications systems worldwide",Health,,4,"United States, Newark",,,14513,United States,Newark,"Power,Biotechnology"
2872274,XW Laboratories,XWPharma,Health,,2,"People's Republic of China, Wuhan",,,,People's Republic of China,Wuhan,Biotechnology
1249133,AtoCap,A service provider providing consultation service in medical industry,Health,,2,"Tottenham Court Rd, London",Tottenham Court Road,"","",United Kingdom,London,"Pay per result,spin-off"
1450935,DIANOVATOR AB,Dianovator,Health,,2,"Malmo, Skane County, Sweden","","",211 43,Sweden,Malmö,
1336129,IKnowMed,"A Clinical Knowledge Network for physicians, patients and pharmaceutical organizations",Health,,2,"United States, Berkeley",,,,United States,Berkeley,
1341682,Aesyntix,Leading healthcare services provider focused on the dermatology and cosmetic surgery markets,Health,,2,"United States, Roseville",,,,United States,Roseville,"Supply Chain Management,surgery,consulting services"
1520487,Stitch Health,Stitch: Healthcare Made Simple,Health,,2,"United States, San Francisco",,,94102,United States,San Francisco,"Health Care,platform"
144305,iMOSPHERE,IMosphere | Living and Breathing Healthcare Information,Health,,2,"Ireland, Limerick, Steamboat Quay",Steamboat Quay,"","",Ireland,Limerick,"medical / healthcare,healthcare,Information Technology"
208820,RedShift Systems,RedShift,Health,,2,"United States, Burlington",,,,United States,Burlington,
1357860,Austin DermCare,"An Austin, Texas-based provider of clinical, surgical, and cosmetic dermatology services",Health,,2,"United States, Austin",,,,United States,Austin,"dermatology,children"
84345,Cantel Medical,Provider of infection prevention and control products in the healthcare market,Health,,4,"United States, Little Falls",,,,United States,Little Falls,Biotechnology
1362862,ExitCare,"Print, video, and interactive patient education and engagement solutions to hospitals and health systems",Health,,2,"United States, Lake Elmo",,,55042,United States,Lake Elmo,"Printing,video"
1643486,DataWing Software,"DataWing Software, a provider of technology products",Health,,2,"United States, Portland",,,97201,United States,Portland,administration
970563,LISA laser products OHG,Home - LISA laser products OHG,Health,,15,"Albert-Einstein-Straße 4, 37191 Katlenburg-Lindau, Germany",Albert-Einstein-Straße,,,Germany,Katlenburg-Lindau,"medical device,Health Care"
192952,AngioDynamics,AngioDynamics: Improving Patient Care Through Innovation,Health,,4,"United States, Latham",,,,United States,Latham,"medical / healthcare,Care,Biotechnology"
1293486,Global Healthcare Alliance,A leader in value based healthcare reimbursement programs,Health,,2,"United States, Houston",,,,United States,Houston,"patient care,payment"
186840,Centice,Drug Detection & Identification Devices | Portable Raman Spectrometer,Health,,2,"United States, Morrisville",,,,United States,Morrisville,"portable,Identity Management,medical / healthcare,Biotechnology"
124609,Brickell Biotech,"Brickell Biotech is focused on the acquisition, development, and commercialization of drug therapies for the treatment of skin diseases",Health,,2,"5777 Central Ave, Boulder, CO 80301, USA",Central Avenue,5777,,United States,Boulder County,Biotechnology
1407524,Jay Care Medical Center,"Jay Care Medical Center, a primary care physician medical practice",Health,,2,"United States, Lakeland",,,,United States,Lakeland,insurtech
1634362,AirQ,Air analytics tools,Health,,2,"Technologie-Campus 1, 09126 Chemnitz, Germany",Technologie-Campus,1,09126,Germany,Chemnitz,sensor
1972752,Losangelesbestrehab,Los Angeles Luxury Rehab | Addiction Ends Here,Health,,2,"Malibu, CA, United States","","",90265,United States,Malibu,
1271053,MD Care,"MD Care has contracted with primary-care and specialty physicians, as well as hospitals and other medical providers",Health,Education,4,"United States, Louisville",,,,United States,Louisville,
2535102,Foxhall Wythe,Docket™,Health,,2,"New York, NY, United States","","",10007,United States,New York,
1425666,P-Com,Wireless local loop and bandwidth facilities to metropolitan and remote areas,Health,,2,"United States, Philadelphia",,,,United States,Philadelphia,
1372868,Natus Medical,"Leading provider of healthcare products used for the screening, detection, treatment, monitoring and tracking of common medical",Health,,4,"United States, San Carlos",,,,United States,San Carlos,"neurology,Cooling tech,heating,monitoring"
1417639,OtoNexus,"OtoNexus Medical Technologies, Inc. is commercializing a ground-breaking, patented, medical device to rapidly",Health,,2,"98107, Seattle, WA, United States","","",98107,United States,Seattle,"Health Care,medical device,Medical"
985120,SOTIO a.s.,SOTIO is a biotechnology company developing a new immunotherapy based on activated dendritic cells for the treatment of cancer,Health,,4,"Prague, Czech Republic","","","",Czech Republic,Prague,"Health Care,treatment,Medical,cancer,immune system,oncology,Biotechnology"
1514703,Schwarzer Cardiotek,Schwarzer Cardiotek | unternehmen startseite,Health,,4,"Im Zukunftspark 3, 74076 Heilbronn, Germany",Im Zukunftspark,,,Germany,Heilbronn,"cardiology,Health Care,medical device,non-invasive"
979419,Movement Medical I Halmstad,Movement Medical I Halmstad operates as an orthopaedic and radiology hospital,Health,,4,"Sweden, Halmstad",,,,Sweden,Halmstad,"Medical,radiology,Health Care,hospital,outside tech"
143361,The Activity Exchange,The Activity Exchange,Health,,2,"United States, San Francisco",,,,United States,San Francisco,Health
1657392,AdaptHealth,Provides durable medical equipment and respiratory therapy services,Health,,4,"United States, Phoenixville",,,19460,United States,Phoenixville,"Health Care,hospital"
153190,Vivor,Vivor | Financial assistance for cancer treatment,Health,,2,"United States, Chicago",,,,United States,Chicago,"oncology,cancer,assistance,medical / healthcare,debt collection,reporting,app,platform,regtech compliance,Search Engine,compliance,SaaS,Navigation,Health"
2019276,Adverum Biotechnologies,Adverum Biotechnologies,Health,,2,"Menlo Park, CA, United States","","",94025,United States,Menlo Park,Biotechnology
1249568,Kip,Combines traditional in-person therapy with a private app,Health,,2,"1231 9th Ave, San Francisco, CA 94122, USA",9th Avenue,1231,94122,United States,San Francisco,
1430519,Monopar,Emerging biopharmaceutical company focused on developing orphan oncology compounds,Health,,2,"United States, Lake Forest",,,,United States,Lake Forest,"cancer,oncology,Biotechnology"
1528781,IOmx,Next-generation immunotherapy treatments for cancer patients,Health,,2,"Fraunhoferstraße 13, 82152 Martinsried/ Munich, Duitsland",Fraunhoferstraße,,,Germany,Martinsried/ Munich,"patient care,cancer,oncology,Biotech and pharma,immune system,treatment"
965501,Fortesan,Fortesan cares about your animals and takes care of them,Health,,4,"Italy, Fossano",,,12045,Italy,Fossano,"Health Care,nutrition,pet,Care,outside tech"
115896,Gateway EDI,Web-based revenue cycle management solutions to U.S. healthcare providers,Health,Enterprise Software,4,"United States, Saint Louis",,,,United States,Saint Louis,"medical / healthcare,healthcare,revenue management,back office,cash management"
1437749,Microsoft HealthVault,"Secure and flexible, web based health solution platform from microsoft",Health,,2,"United States, Redmond",,,,United States,Redmond,"blood,Biotechnology,platform,SaaS"
1620099,Southern Lights Biomaterials,Southern Lights Biomaterials supplies medical device companies throughout the world with processed and semi-processed bovine biomaterials,Health,,2,"New Zealand, Napier",,,4110,New Zealand,Napier,"Biotechnology,Risk Management,regtech compliance,regtech compliance,compliance"
184947,Synta Pharmaceuticals,"Innovative, agile biopharmaceutical company focused on research, development and commercialization of novel oncology medicines that have the potential to change the lives of cancer patients",Health,,2,"United States, Lexington",,,,United States,Lexington,"pharmaceutical,cardiology,Medical Technology,oncology,DNA,Diabetes,Personal Health,medical / healthcare,genome engineering,cancer,presentation,genetics,Biotechnology,platform,regtech compliance,Search Engine,compliance,Health"
1505806,BOFA International,"Multi-award winning world leader in fume extraction and filtration, acknowledged as number one in the industry",Health,,4,"United Kingdom, Poole",,,BH15 1,United Kingdom,Poole,"outside tech,Printing"
107531,CarePredict,"CarePredict is an AI Elder care platform that helps seniors live independently, economically and longer",Health,,2,"324 S University Dr, Plantation, FL 33324, USA",South University Drive,324,,United States,Broward County,"elderly care,Health Care,Wearable,sensor,moving services,Risk Management,platform,monitoring,SaaS,Health"
1328461,D2i,D2i's mission is to make it easy for our clients to turn their data into an asset,Health,,2,"United States, Parsippany-Troy Hills",,,,United States,Parsippany-Troy Hills,"on-demand,Risk Management,SaaS"
1863525,Alexion Pharma,Alexion,Health,,2,"121 Seaport Blvd, Boston, MA 02210, USA",Seaport Boulevard,121,02210,United States,Boston,
1454349,Elan Corporation,Quality Affordable Healthcare Products | Perrigo Company,Health,,4,"Ireland, Dublin",,,D01,Ireland,Dublin,"Health Care,pharmaceutical,Biotechnology,branding"
1602461,SmartQare,A young impact venture that develops unique solutions based on wearable smart sensor technology and 24/7 monitoring services,Health,,2,"Kastanjelaan 400, 5651 GW Eindhoven, Netherlands",Kastanjelaan,400,5651 GW,Netherlands,Eindhoven,"space tech,elderly care,satellite applications,Care,Health Platform,monitoring,Health"
1504077,Biotica Technology,Biotica Technology engages in the discovery and development of drugs for the treatment of cancer and inflammatory diseases,Health,,2,"B400, The Trinity Building Chesterford Business Park, Saffron Walden CB10 1XL",,,CB10 1XL,United Kingdom,Saffron Walden,
1512379,vetevo,We use technology to make caring for pets easy & intuitive,Health,,2,"Torstraße 23, 10119 Berlin, Germany",Torstraße,23,10119,Germany,Berlin,"Health Care,pet health,Research,Big data &amp; analytics,Veterinary"
1368425,AnazaoHealth Corporation,Pain management services,Health,,2,"United States, Tampa",,,,United States,Tampa,
2009117,Mindmore AB,Mindmore kognitiva tester | Sweden,Health,,2,"Sweden, Solna",,,170 79,Sweden,Solna,
196358,Ensemble Discovery,Ensemble develops Ensemblins to treat diseases by addressing drug targets that are currently inaccessible with small molecule drugs,Health,,2,"United States, Cambridge",,,,United States,Cambridge,Biotechnology
167389,Onyx,Onyx is a technology-driven digital commerce company focused on creating custom infrastructure and unique user experiences in niche markets,Health,,2,"185 Hudson St, Jersey City, NJ 07302, USA",Hudson Street,185,07302,United States,Jersey City,Biotechnology
2020723,Swift Medical,Digital Wound Care Management for Enterprise - Swift,Health,,2,"Toronto, ON, Canada","","",M5H,Canada,Toronto,
1377515,Advera Health Analytics,Healthcare informatics company that improves patient safety and reduces systemic healthcare costs,Health,,2,"United States, Santa Rosa",,,,United States,Santa Rosa,Data Analytics
1325739,Pieris Pharmaceuticals,Clinical-stage biotechnology company applying its proprietary,Health,,2,"United States, Boston",,,,United States,Boston,"cancer,oncology,Biotechnology"
910199,Genius Sports LT,Advance the management and integrity of your sport,Sports,,4,"10 Bloomsbury Way, Holborn, London WC1A 2SL",Bloomsbury Way,10,WC1A 2SL,United Kingdom,London,"Post Private Equity $1B,StartupLithuania,verified Unicorns and $1B exits"
1783508,Stack Sports,Stack Sports,Sports,,2,"Plano, TX, United States","","",75074,United States,Plano,
1501091,MyGenomics,Dna tests for determining optimum diet and exercise plan for weight management and fitness,Sports,Health,2,"United Kingdom, Newcastle upon Tyne",,,NE1 8,United Kingdom,Newcastle upon Tyne,
2074371,Mascot Sports,"Brands, Events & Athletes | Mascot Sports",Sports,,2,"Oakland, CA, United States","","",94612,United States,Oakland,
2119315,Gymondo,Gymondo Online Fitness - Get Fit & Happy at Home,Sports,,2,"Rungestraße 22, 10179 Berlin, Germany",Rungestraße,22,10179,Germany,Berlin,
1514169,Jung von Matt/sports GmbH,"Offizielle Seite von Jung von Matt
Impressum: https://t.co/XZ29Inyzub",Sports,,2,"Glashüttenstraße 79, 20357 Hamburg, Duitsland",Glashüttenstraße,,,Germany,Hamburg,
1452020,Gentlemen's Equity,Index | Gentlemen's Equity,Sports,,2,"Avenida da Liberdade, 1250-096 Lisbon, Portugal",Avenida da Liberdade,,1250-096,Portugal,Lisbon,Entertainment
1492805,Input Media,"Input Media is delivering broadcast solutions for sports federations, broadcasters and football clubs in the world",Sports,Media,4,"United Kingdom, London",,,SW1A 2,United Kingdom,London,
85985,Sports Technologies,Sports Technologies,Sports,,2,"United States, Canton",,,,United States,Canton,sport
1451104,OURHUB Inc,Unique solution to activate urban spaces and transform them into social places,Sports,,2,"Denmark, Copenhagen",,,1620,Denmark,Copenhagen,"Sustainable Cities and Communities (#11),sustainable development goals,Good Health and Well-being (#3),platform,sharing economy,SaaS,Social"
1363245,IMovR,Manufacturer and distributor of standing desks and treadmill desks,Sports,,2,"Bellevue, WA, United States","","",98004,United States,Bellevue,"Predictive Analytics,Interior Design,automated process,Furniture,reporting,decoration,app,platform,monitoring,SaaS,Automated Technology"
1340713,"Project Sport,",We are running & cycling Award-winning events + entertainment,Sports,,2,"United States, San Francisco",,,,United States,San Francisco,Entertainment
1287892,Ammo,"Ammo is designer, manufacturer and marketer of performance-driven and innovative ammunition products, in the sporting industry",Sports,,4,"United States, Scottsdale",,,,United States,Scottsdale,
110510,John Deere,John Deere US | Products & Services Information,Sports,,4,"United States, Moline",,,,United States,Moline,"product,Information Technology"
883032,Fysiki,"The first online service that personalizes your training according to your goals, your performance and your morphology",Sports,,2,"Colmar, France",,,,France,Colmar,"multisport,coach,sport,sports activity and performance,app"
1466953,FizzUp (Fysiki SAS),FizzUp | Your Online Fitness Trainer,Sports,,2,"France, Colmar, Place de la Gare, 10",Place de la Gare,10,68000,France,Colmar,
1477822,Montpellier Agglomération,"Economic development programs for entrepreneurs in montpellier, france",Sports,,4,"France, Montpellier",,,34000,France,Montpellier,"waste reduction,Recycling,Social,investing"
1224055,Salted Venture,An IoT-based smart wearable device that improves posture and provides accurate body composition analyzers,Sports,Wellness Beauty,2,"Seoul, South Korea",,,,South Korea,Seoul,
210184,InfoGenesis,Point of sale solutions to the hospitality industry,Sports,,2,"Australia, North Sydney",,,2060,Australia,North Sydney,
2954072,Salted,,Sports,,2,"Korea, Amnour, BR, India","","",841218,India,Amnour,Gamification
2107829,Wolox,,Sports,,2,"San Francisco, CA, United States","","",94102,United States,San Francisco,
1767864,CopyRage,CopyRage is a tool to match hobby traders/bettors and professionals with verified performance,Sports,Fintech,2,"9 Rue du Laboratoire, 1911 Luxembourg",Rue du Laboratoire,9,1911,Luxembourg,Luxembourg,"Trading,platform,Social"
1223805,Penn Interactive Ventures,"Building the best in innovative social casino games, fantasy sports and other exciting gaming products",Sports,,3,"United States, Reading",,,19601,United States,Reading,
968532,Aaptiv,Offers fitness classes in audio format,Sports,,2,"1 World Trade Center, New York, NY 10006, USA",World Trade Center,1,10006,United States,New York,"direct-to-consumer,Audio,sport,Broadcast,OTT,streaming"
1280351,Campus Sportswear,"Campus Sportswear Inc does in house art work, screen printing, embroidery, and digital designs in textile printing for sports teams",Sports,Home Living,2,"United States, Champaign",,,,United States,Champaign,"Printing,arts & culture"
206587,Crowdity,Group buying with style,Sports,Education,2,"Square Rigger Row, Battersea, London SW11 3TX, UK",Square Rigger Row,"","",United Kingdom,London,Style
1395662,Chivas USA,"American professional soccer club located in the los angeles suburb of carson,",Sports,,2,"United States, Carson",,,,United States,Carson,
1350555,Tiptopwebsite,TipTopWebsitecom is continuing to revolutionizing the industry by making website creation simple and affordable,Sports,,2,"United States, Glasgow",,,42141,United States,Glasgow,"platform,SaaS"
1410194,Sports Illustrated Play,Sports Illustrated Play is teaming up with leaders in online sports management to introduce a powerful suite of tools for player,Sports,Energy,4,"United States, New York",,,,United States,New York,"fuel,platform,SaaS"
155821,Media Benz Telekomunikacijos,Advance the management and integrity of your sport,Sports,,2,"10 Bloomsbury Way, Holborn, London WC1A 2SL",Bloomsbury Way,10,WC1A 2SL,United Kingdom,London,"basketball,club,Information Technology,platform,Analytics,game development,SaaS,Automated Technology"
93838,Sportradar AG,Sports data collection and processing,Sports,,4,"Switzerland, Sankt Gallen, Feldlistrasse, 2",Feldlistrasse,2,9000,Switzerland,Sankt Gallen,"Security,streaming,Data Analytics,administration,sport,Betting & Gambling,multisport,Process Technologies,sports media and fans,verified Unicorns and $1B exits,video,platform,monitoring,game development,SaaS,Social,Entertainment"
1346288,SeatAdvisor,Cloud Based Ticketing and Venue Management Software,Sports,,2,"United States, San Diego",,,,United States,San Diego,Printing
126515,Willis Group Holdings,,Sports,,4,"United States, London",,,,United States,London,Risk Management
1449946,Gymstory,Achieve goals | Digital fitness | Enriched fitness experience & improved revenue,Sports,Health,2,"Amsterdam, Netherlands","","","",Netherlands,Amsterdam,"StartupAmsterdam2020,Health Care Information Technology,Freemium,iot,Information Technology,app,Analytics,Automated Technology"
1296575,Beyond the Scores,Provider of technology for gymnastics organizations,Sports,,2,"United States, Kansas City",,,,United States,Kansas City,
2769332,MOMLETA,MOMLETA - Home,Sports,,2,"Sarasota, FL, United States","","",34236,United States,Sarasota,
1971699,Survivorgeeks,HOME,Sports,Fashion,2,"Hong Kong, Hong Kong-China","","","",Hong Kong-China,Hong Kong,
131735,FitDeck,"FitDeck, Inc the Exercise Playing Card company with a focus on fitness, nutrition, lifestyle, and unconventional workout ideas",Sports,,2,"United States, San Diego",,,,United States,San Diego,
2756412,MarketCast,Homepage - MarketCast,Sports,,2,"Los Angeles, CA, United States","","",90012,United States,Los Angeles,
1443647,IvyRehab,Management support services,Sports,Health,2,"United States, Harrison",,,72601,United States,Harrison,
1279080,University of Houston,Student organization dedicated to promoting athletic programs for students with disabilities,Sports,,8,"United States, Houston",,,,United States,Houston,
924103,Sport Media Group,Motorsport digital media company,Sports,Marketing,2,"Flößergasse, Munich, Germany",Flößergasse,"","",Germany,Munich,
1345396,SportsData,"The business leadership of the company, including corporate operations, business development and strategic partnerships",Sports,Media,2,"United States, Minneapolis",,,,United States,Minneapolis,
1311070,Athletico,"An Oak Brook, Ill-based portfolio company of Harvest Partners",Sports,,4,"United States, Oak Brook",,,60523,United States,Oak Brook,community
1329068,Experience Life,"Experience Life No gimmicks, no fantasies, no hype Just in-depth and articulate coverage of health and fitness issues",Sports,,2,"United States, Chanhassen",,,,United States,Chanhassen,adventure
1418737,Results Physiotherapy,Outpatient orthopedic physical therapy company,Sports,Health,2,"United States, Franklin",,,,United States,Franklin,
2059334,Founder Sport Group,"Performance Athletic Apparel, T-Shirts, Fleeces & Shorts | Badger Sport - Athletic Apparel",Sports,,2,"Carolina, RI, United States","","",02812,United States,Carolina,
161160,Pac-12 Digital,Pac-12,Sports,,2,"United States, San Francisco",,,,United States,San Francisco,Social
149494,Textile-Based Delivery,Nufabrx manufactures pillowcases designed to actively fight blemishes while its users are asleep,Sports,,2,"Seattle, WA, United States","","",98104,United States,Seattle,Health
2947403,CORA Health Services,,Sports,Health,2,"1110 Shawnee Rd, Lima, OH 45805, USA",Shawnee Road,1110,45805,United States,Lima,
219768,ER1CSports,,Sports,,2,"United Kingdom, London","","","",United Kingdom,London,
1465697,Beryl.cc,Urban Cycling | Innovative Cycling Products from Beryl,Sports,,2,"Top of Hawkers Lane, Wells BA5 3JP, Verenigd Koninkrijk",,,,United Kingdom,Wells,
1474608,Fiskars,Front page | Fiskars Corporation,Sports,,4,"Finland, Helsinki",,,00100,Finland,Helsinki,Consumer Goods
1463687,Hirtenberger Engineered Surfaces Gmbh,Hirtenberger Engineered Surfaces | Hirtenberger. Ingenuity. Engineered.,Sports,,4,"Austria, Hirtenberg",,,2552,Austria,Hirtenberg,Innovation Radar
212119,Racing-Live,Motor sports Website,Sports,,2,"Avenue de la Plaine des Aigles, 60500 Chantilly, France",Avenue de la Plaine des Aigles,,,France,Chantilly,
1283370,Solostatslive,An app that gives data on volleyball and allows users to broadcast their volleyball tournaments/events,Sports,,2,"United States, Stanford",,,,United States,Stanford,app
1275896,MaxOne,"Powerful and easy-to-use app designed to help coaches reduce admin time, engage their athletes & coach their coaches",Sports,,2,"49423 Holland, Michigan, United States","","",49423,United States,Holland,"app,platform,game development,SaaS,Messaging"
1498800,Crossbridge Scientific,"A simple, minimal effort fitness test delivered via a wearable device to measure human thermoregulation",Sports,,2,"United Kingdom, Cambridge","","",CB3 9,United Kingdom,Cambridge,"Wearable,platform,monitoring,community,Testing"
2424852,Hubbster,hubbster,Sports,,2,"Brooklyn, NY, United States","","",11201,United States,Brooklyn,
2024067,Motion PT Group,Physical Therapy | MOTION PT Group,Sports,,2,"New York, NY, United States","","",10007,United States,New York,
1841081,Team Whistle,"Sports & entertainment, our way. Submit your video using #WhistleWorthy. Text us at 1 (917) 905-9069",Sports,,4,"United States, New York",,,10007,United States,New York,"streaming,Broadcast,OTT"
1382227,Gold's Gym,"Most recognized fitness chain, as well as the leading franchisor of gyms, in the world",Sports,,4,"United States, Dallas",,,,United States,Dallas,
1435925,Burton History Tree,Digital art company based in chicago,Sports,Home Living,2,"United States, Chicago",,,,United States,Chicago,"Publishing,arts & culture"
30959,Cycleswap,Rent or list bicycles,Sports,,2,"Netherlands, Amsterdam, Kropaarstraat, 1",Kropaarstraat,1,1032 LA,Netherlands,Amsterdam,"sport,StartupAmsterdam2020,bicycle,StartupAmsterdam,peer-to-peer,platform,renting"
1476701,GymEntry,"Book daily, weekly, monthly tickets for great gyms",Sports,,2,"Kurfürstendamm 29, 10719 Berlin, Germany",Kurfürstendamm,29,10719,Germany,Berlin,"booking,Ticketing"
1388211,YogaOne Studios,YogaOne Studios creates a community-oriented space for personal growth and positive change,Sports,Health,2,"United States, Houston",,,,United States,Houston,community
969381,ChyronHego AB,Home – ChyronHego,Sports,Media,4,"Sweden, Stockholm, Tegeluddsvägen, 3",Tegeluddsvägen,3,115 41,Sweden,Stockholm,
1457786,Gulf Daily news,Leading English Daily Newspaper published from Kingdom of Bahrain,Sports,,2,"Bahrain, Manama",,,,Bahrain,Manama,Publishing
922241,Breath In Balanz B.V.,"Sleep better, become healthier and increase your immune system with the ""BREATBALANZ"", a breathing coaching and monitoring system",Sports,Health,2,"Ceintuurbaan 74, 7941 LW Meppel, Netherlands",Ceintuurbaan,74,7941 LW,Netherlands,Meppel,"system engineering,sensor,customer management"
957911,Trace,Action sports tracker,Sports,,2,"Los Angeles, CA, USA",,,,United States,Los Angeles,"Quantified self,Tracking,sensor,sport,video,game development"
128199,TeamEstrogen.com,"Online retailer of women's cycling, triathlon, running, swimming and fitness apparel.  Don't miss our great selection of bike shorts and cycling jerseys.",Sports,Wellness Beauty,2,"United States, Hillsboro",,,,United States,Hillsboro,"wellness / beauty,bicycle,sport,Swimming"
2294972,Inbodyusa,"InBody USA - Accurate & quick segmental muscle, fat and water analysis",Sports,,2,"Cerritos, CA, United States","","",90703,United States,Cerritos,
140107,LeagueApps,Simplify the way you organize and manage | Update your website functionality and design | Enhance your participant's experience,Sports,,2,"United States, New York",,,,United States,New York,"chat,reporting,database,app,video,platform,community,Messaging,payment"
14610,FTBpro,Largest fan-generated football media brand globally,Sports,,2,"United Kingdom, London, Poland Street, 6A",Poland Street,6A,W1F 8PT,United Kingdom,London,"Journalism,Crowdsourcing,sport,sports media and fans,football,app,video,platform,branding,SaaS,Social,Advertising,Entertainment"
1520557,Weplay,"An online community for youth athletes, their parents and coaches, that allows them share relevant information and stay connected",Sports,,2,"United States, New York",,,10007,United States,New York,"Shoes,community,Social Media"
1207746,True Rowing,Provider of a connected indoor rowing machine,Sports,,2,"United States, Cambridge","","","",United States,Cambridge,
119373,Causeway Media Partners,Causeway Media Partners |,Sports,Energy,3,"United States, Boston",,,,United States,Boston,"partners,Content"
2172132,Challenger Industries,"Challenger Turf, Inc. | World Leading Artificial Turf Manufacturer",Sports,,2,"Dalton, GA, United States","","",30720,United States,Dalton,
184415,Umbel,Data management platform that empowers sports & entertainment companies to drive revenue with their most valuable asset—data,Sports,,4,"United States, Austin",,,,United States,Austin,
898570,MYLAPS Sports Timing,"Products and services for measuring, publishing and analyzing racers’ and athletes’ training and race results.",Sports,,4,"Netherlands, Haarlem, Zuiderhoutlaan, 4",Zuiderhoutlaan,4,2012 PJ,Netherlands,Haarlem,"Publishing,product,Sporting Goods,time management,Training"
120374,Skyfit,Skyfit,Sports,,2,"United States, New York",,,,United States,New York,
1521300,DotClub Domains,NAMES.CLUB | Find New Premium Domains for your Brand,Sports,,2,"United States, Fort Lauderdale",,,33301,United States,Fort Lauderdale,
2086901,Taunt,Taunt - Give your fans a voice. Change the game.,Sports,,2,"Seattle, WA, United States","","",98104,United States,Seattle,
1487416,VSoftCo,Virtual sports betting products for both retail and interactive operators globally,Sports,,2,"United Kingdom, London","","",SW1A 2,United Kingdom,London,Retail
229712,Grind Media,TEN: The Enthusiast Network,Sports,,2,"United States, San Clemente",,,,United States,San Clemente,network
1876164,Pop.in,An application which allows playing games while video chatting,Sports,Gaming,2,"Los Angeles, CA 90066, USA",,,90066,United States,Los Angeles,"social network,Messaging"
117791,SalesFuel,"The tools, training and intelligence to help reps sell smarter and managers coach more effectively",Sports,,4,"United States, Worcester",,,,United States,Worcester,PR
1356216,HTPreps,Extension of the sarasota herald-tribune's prep sports coverage,Sports,Media,2,"United States, Sarasota",,,,United States,Sarasota,
1264044,Excelsior,"Excelsior, The Personal Trainer, Get Trained like a Pro",Sports,,2,"United States, Virginia Beach",,,,United States,Virginia Beach,"Wearable,Student,app"
1311076,Running Lean,A systematic process for building successful products,Sports,,2,"United States, Austin",,,,United States,Austin,Testing
1287253,California Products,"An Andover, Mass-based provider of branded architectural interior and exterior paints",Sports,Home Living,4,"United States, Andover",,,55304,United States,Andover,
86128,ESPN,ESPN: The Worldwide Leader in Sports,Sports,,4,"United States, Burbank",,,,United States,Burbank,"chat,sport,mapping,blood,Biotechnology,game development,Messaging,Navigation"
